game_id,igdb_id,vgi_id,name,released,steam_id,slug,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags
3823180,301506.0,633313,EA SPORTS™ Madden NFL 25,2024-08-16,2582560,ea-sports-madden-nfl-25,69.99,111000,3688,3943,54.772,"Simulation, Strategy, Sports",Tiburon,Electronic Arts,AAA,5000000,"['Strategy', 'Simulation', 'Competitive', 'Sports', 'Football (American)']"
3704187,223457.0,658213,Sins of a Solar Empire II,2024-08-15,1575940,sins-of-a-solar-empire-ii,49.99,197000,6551,61139,86.124,"Simulation, Strategy","Ironclad Games Corporation, Stardock Entertainment",Stardock Entertainment,AA,6700000,"['Strategy', 'Singleplayer', 'Multiplayer', 'Competitive', 'Choices Matter', 'Tutorial', 'Immersive Sim', 'Co-op', 'PvE', 'Tactical', 'Real-Time', 'Isometric', '3D', '4X', 'RTS', 'Base Building', 'Story Rich', 'Space', 'Sci-fi', 'PvP']"
3363305,295636.0,677552,The Crush House,2024-08-09,2337820,the-crush-house,16.99,9120,304,3504,73.026,"Adventure, Simulation",Nerial,Devolver Digital,AA,113000,"['Adventure', 'Simulation', 'Singleplayer', 'Casual', 'Psychological Horror', 'Mystery', 'LGBTQ+', 'Political', 'Dating Sim', 'Conversation', 'Life Sim', 'Politics', 'Romance', 'Cartoony', 'Female Protagonist', 'Comedy', 'Story Rich', 'Funny', 'Colorful', 'Sexual Content']"
4098045,252476.0,634088,Prince of Persia The Lost Crown,2024-08-08,2751000,prince-of-persia-the-lost-crown,39.99,101000,3364,15520,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']"
3592464,307757.0,723160,That Time I Got Reincarnated as a Slime ISEKAI Chronicles,2024-08-07,2197680,that-time-i-got-reincarnated-as-a-slime-isekai-chronicles,49.99,8550,285,6911,52.632,"Action, RPG","ZOC Co.,Ltd.",Bandai Namco,AAA,336000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Side Scroller', 'Gun Customization', ""Beat 'em up"", 'Action RPG', 'Soundtrack', 'Building', 'City Builder', 'JRPG', 'Base Building', 'Fantasy', 'Story Rich', 'Retro', 'Anime', 'Great Soundtrack', 'Colorful']"
4259802,307040.0,628879,STAR WARS™: Bounty Hunter™,2024-08-01,2419090,star-wars-bounty-hunter,19.99,27840,928,12597,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']"
4501927,333730.0,619005,Total War: PHARAOH DYNASTIES,2024-07-25,2951630,total-war-pharaoh-dynasties,0.0,134000,4456,3707,82.226,"Action, Strategy",Creative Assembly,SEGA,AAA,0,"['Strategy', 'Action', 'Singleplayer', 'Multiplayer', 'Capitalism', 'War', 'Historical', 'Grand Strategy', 'Tactical', 'Turn-Based Strategy', 'Rome', '4X', 'RTS', 'Atmospheric', 'PvP']"
3130589,290808.0,620682,F1® Manager 2024,2024-07-23,2591280,f1-manager-2024,34.99,119000,3982,10834,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']"
3022013,252835.0,629360,Kunitsu-Gami: Path of the Goddess,2024-07-19,2510710,kunitsu-gami-path-of-the-goddess,49.99,58710,1957,24147,92.591,"Action, Strategy",Capcom,Capcom,AAA,2300000,"['Strategy', 'Action', 'Singleplayer', 'Hack and Slash', 'Supernatural', 'Lore-Rich', 'Mythology', '3D', 'Tower Defense']"
3823078,266193.0,643075,Demon Slayer -Kimetsu no Yaiba- Sweep the Board!,2024-07-16,2424110,demon-slayer-kimetsu-no-yaiba-sweep-the-board,59.99,4230,141,1657,95.035,"Action, Simulation, Casual",CyberConnect2,SEGA,AAA,194000,"['Action', 'Simulation', 'Casual', 'Multiplayer', 'Controller', 'Demons', '4 Player Local', 'Tabletop', 'Board Game', 'PvE', 'Minigames', 'Quick-Time Events', '3D', 'Fantasy', 'Anime', 'PvP']"
479090,204538.0,661154,Once Human,2024-07-09,2139460,once-human,0.0,11300000,123000,243000,73.74,"Action, Adventure, Simulation, Strategy, Free to Play, RPG",Starry Studio,Starry Studio,AAA,0,"['Strategy', 'Action', 'Adventure', 'Simulation', 'Singleplayer', 'Free to Play', 'Multiplayer', 'Co-op', 'MMORPG', 'Online Co-Op', 'Character Customization', 'Post-apocalyptic', 'Strategy RPG', 'Open World Survival Craft', '3D', 'Survival', 'Shooter', 'Base Building', 'Open World', 'Horror']"
2881512,266678.0,691428,SPY×ANYA: Operation Memories,2024-06-27,2170370,spy×anya:operationmemories,49.99,4830,161,6827,86.335,Adventure,GrooveBoxJapan,Bandai Namco,AAA,181000,"['Adventure', 'Singleplayer', 'Psychological Horror', 'Souls-like', 'Animation & Modeling', 'Survival Horror', 'Minigames', 'Female Protagonist', 'Anime', 'Funny', 'Cute', 'Family Friendly']"
4259636,,620870,Beyond Good and Evil - 20th Anniversary Edition,2024-06-25,2556990,beyond-good-and-evil-20th-anniversary-edition,19.99,32250,1075,7467,82.326,"Action, Adventure",Ubisoft,Ubisoft,AAA,469000,"['Action', 'Adventure', 'Singleplayer', 'Action-Adventure', 'Third-Person', 'Female Protagonist', 'Stealth', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi']"
3936288,228541.0,675771,Crime Boss: Rockay City,2024-06-18,2933080,crime-boss-rockay-city,19.99,179000,5969,26868,71.654,Action,INGAME STUDIOS,505 GAMES,AA,2300000,"['Action', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'PvE', 'Action Roguelike', 'Crime', 'Tactical', 'Team-Based', 'America', 'Combat', 'Heist', 'Looter Shooter', '3D', 'FPS', 'Stealth', 'Shooter', 'Funny', 'Realistic']"
4094473,152202.0,675332,Avatar: Frontiers of Pandora,2024-06-17,2840770,avatar-frontiers-of-pandora,69.99,106000,3538,29118,68.315,"Action, Adventure",Ubisoft,Ubisoft,AAA,3900000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Immersive Sim', 'Co-op', 'First-Person', 'Online Co-Op', 'Character Customization', '3D', 'Female Protagonist', 'Shooter', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric']"
4210627,236711.0,641575,Baten Kaitos I & II HD Remaster,2024-06-17,2146170,baten-kaitos-i-ii-hd-remaster,49.99,5250,175,4362,87.429,RPG,"logicalbeat Co.,Ltd",Bandai Namco,AAA,189000,"['Singleplayer', 'RPG', 'Turn-Based Combat', 'Deckbuilding', 'Card Battler', 'Card Game', 'JRPG', 'Fantasy']"
3015334,287850.0,696798,Shin Megami Tensei V: Vengeance,2024-06-14,1875830,shin-megami-tensei-v-vengeance,59.99,275000,9170,38748,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']"
3130295,287848.0,677648,Monster Hunter Stories,2024-06-14,2356560,monster-hunter-stories,29.99,22920,764,12181,90.969,RPG,Capcom,Capcom,AAA,519000,"['Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Dragons', 'Loot', 'Character Customization', 'PvE', 'Third-Person', 'Emotional', 'Hunting', 'Creature Collector', '3D', 'Cartoony', 'Exploration', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'PvP']"
3936250,27979.0,620899,KINGDOM HEARTS -HD 1.5+2.5 ReMIX-,2024-06-13,2552430,kingdom-hearts-hd-1-5-2-5-remix,49.99,214000,7135,27073,83.013,"Action, Adventure, RPG",Square Enix,Square Enix,AAA,6600000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'Classic', 'Action RPG', 'Character Action Game', 'Hack and Slash', 'Magic', 'Emotional', '3D', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'Atmospheric', 'Great Soundtrack', 'Cute', 'Colorful']"
3936282,306474.0,633191,KINGDOM HEARTS III + Re Mind (DLC),2024-06-13,2552450,kingdom-hearts-iii-re-mind-dlc,59.99,41220,1374,13395,92.504,"Action, Adventure, RPG",Square Enix,Square Enix,AAA,1600000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'Action RPG', 'Character Action Game', 'Hack and Slash', 'Magic', 'Emotional', '3D', 'JRPG', 'Fantasy', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Cute', 'Colorful']"
3936399,14159.0,678616,KINGDOM HEARTS HD 2.8 Final Chapter Prologue,2024-06-13,2552440,kingdom-hearts-hd-2-8-final-chapter-prologue,59.99,11670,389,8246,82.262,"Action, Adventure, RPG",Square Enix,Square Enix,AAA,469000,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Action-Adventure', 'Action RPG', 'Character Action Game', 'Magic', 'Emotional', '3D', 'JRPG', 'Fantasy', 'Story Rich', 'Atmospheric', 'Great Soundtrack', 'Cute', 'Colorful']"
3022269,283095.0,620044,Rocket Knight Adventures: Re-Sparked!,2024-06-11,2728190,rocket-knight-adventures-re-sparked,29.99,1320,44,1129,68.182,Action,"Limited Run Games, Inc.",KONAMI,AA,30381,"['Action', 'Singleplayer', 'Controller', '2D Platformer', '2D', 'Platformer', 'Fantasy']"
