name,released,steam_id,price,units_sold_vgi,reviews,followers,rating,genres,developers,publishers,publishers_type,revenue_vgi,tags,platforms,genre,Platform
Age of Mythology Retold,2024-09-04,1934680.0,29.99,474000.0,15796.0,106000.0,89.953,Strategy,"CaptureAge, Forgotten Empires, Tantalus Media, Virtuos Games, World's Edge",Xbox Game Studios,AAA,10900000.0,"['Strategy', 'Singleplayer', 'Multiplayer', 'Co-op', 'Moddable', 'Online Co-Op', 'PvE', 'Magic', 'Level Editor', 'Real-Time', 'Mythology', 'Action RTS', '3D', 'Top-Down', 'RTS', 'Base Building', 'Resource Management', 'Fantasy', 'Story Rich', 'PvP']","PC, PlayStation, Xbox",Strategy,PlayStation
Age of Mythology Retold,2024-09-04,1934680.0,29.99,474000.0,15796.0,106000.0,89.953,Strategy,"CaptureAge, Forgotten Empires, Tantalus Media, Virtuos Games, World's Edge",Xbox Game Studios,AAA,10900000.0,"['Strategy', 'Singleplayer', 'Multiplayer', 'Co-op', 'Moddable', 'Online Co-Op', 'PvE', 'Magic', 'Level Editor', 'Real-Time', 'Mythology', 'Action RTS', '3D', 'Top-Down', 'RTS', 'Base Building', 'Resource Management', 'Fantasy', 'Story Rich', 'PvP']","PC, PlayStation, Xbox",Strategy,Xbox
Harry Potter Quidditch Champions,2024-09-03,2878600.0,29.99,83880.0,2796.0,16426.0,78.362,"Action, Sports",Unbroken Studios,Warner Bros. Games,AAA,1900000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', 'Sports', 'Psychological Horror', 'Co-op', 'Flight', 'LGBTQ+', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Magic', 'Team-Based', 'Supernatural', 'Villain Protagonist', 'Arcade', 'Fantasy', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports,PC
Harry Potter Quidditch Champions,2024-09-03,2878600.0,29.99,83880.0,2796.0,16426.0,78.362,"Action, Sports",Unbroken Studios,Warner Bros. Games,AAA,1900000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', 'Sports', 'Psychological Horror', 'Co-op', 'Flight', 'LGBTQ+', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Magic', 'Team-Based', 'Supernatural', 'Villain Protagonist', 'Arcade', 'Fantasy', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports,PlayStation
Harry Potter Quidditch Champions,2024-09-03,2878600.0,29.99,83880.0,2796.0,16426.0,78.362,"Action, Sports",Unbroken Studios,Warner Bros. Games,AAA,1900000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', 'Sports', 'Psychological Horror', 'Co-op', 'Flight', 'LGBTQ+', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Magic', 'Team-Based', 'Supernatural', 'Villain Protagonist', 'Arcade', 'Fantasy', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports,Xbox
Harry Potter Quidditch Champions,2024-09-03,2878600.0,29.99,83880.0,2796.0,16426.0,78.362,"Action, Sports",Unbroken Studios,Warner Bros. Games,AAA,1900000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Competitive', 'Sports', 'Psychological Horror', 'Co-op', 'Flight', 'LGBTQ+', 'Online Co-Op', 'Character Customization', 'PvE', 'Third-Person', 'Magic', 'Team-Based', 'Supernatural', 'Villain Protagonist', 'Arcade', 'Fantasy', 'PvP']","PC, PlayStation, Xbox, Nintendo",Sports,Nintendo
Sumerian Six,2024-09-02,1429850.0,29.99,22260.0,742.0,7609.0,94.474,"Action, Strategy",Artificer,Devolver Digital,AA,512000.0,"['Strategy', 'Action', 'Adventure', 'Turn-Based Tactics', 'Demons', 'War', 'World War II', 'Tactical', 'Turn-Based Strategy', 'Dark Comedy', 'Alternate History', 'Real Time Tactics', 'Isometric', '3D', 'Female Protagonist', 'Stealth', 'Linear', 'Story Rich', 'Atmospheric', 'Colorful']",PC,Strategy,PC
Visions of Mana,2024-08-29,2490990.0,59.99,67680.0,2256.0,32802.0,79.477,"Action, RPG",Square Enix,Square Enix,AAA,3200000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'RPG', 'Action RPG', 'Party-Based RPG', 'Character Customization', 'Magic', 'Lore-Rich', 'Class-Based', '3D', 'JRPG', 'Fantasy', 'Open World', 'Story Rich', 'Anime', 'Atmospheric', 'Cute', 'Colorful']","PC, PlayStation, Xbox",RPG,PC
Visions of Mana,2024-08-29,2490990.0,59.99,67680.0,2256.0,32802.0,79.477,"Action, RPG",Square Enix,Square Enix,AAA,3200000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'RPG', 'Action RPG', 'Party-Based RPG', 'Character Customization', 'Magic', 'Lore-Rich', 'Class-Based', '3D', 'JRPG', 'Fantasy', 'Open World', 'Story Rich', 'Anime', 'Atmospheric', 'Cute', 'Colorful']","PC, PlayStation, Xbox",RPG,PlayStation
Visions of Mana,2024-08-29,2490990.0,59.99,67680.0,2256.0,32802.0,79.477,"Action, RPG",Square Enix,Square Enix,AAA,3200000.0,"['Action', 'Adventure', 'Old School', 'Singleplayer', 'RPG', 'Action RPG', 'Party-Based RPG', 'Character Customization', 'Magic', 'Lore-Rich', 'Class-Based', '3D', 'JRPG', 'Fantasy', 'Open World', 'Story Rich', 'Anime', 'Atmospheric', 'Cute', 'Colorful']","PC, PlayStation, Xbox",RPG,Xbox
GUNDAM BREAKER 4,2024-08-28,1672500.0,59.99,109000.0,3645.0,26859.0,75.309,"Action, RPG","CRAFTS & MEISTER Co., Ltd.",Bandai Namco,AAA,5200000.0,"['Action', 'Singleplayer', 'RPG', 'Multiplayer', 'Robots', 'Action RPG', 'Co-op', 'Mechs', 'Character Customization', 'Hack and Slash', '3D', 'Anime']","PC, PlayStation, Nintendo",Action,PC
GUNDAM BREAKER 4,2024-08-28,1672500.0,59.99,109000.0,3645.0,26859.0,75.309,"Action, RPG","CRAFTS & MEISTER Co., Ltd.",Bandai Namco,AAA,5200000.0,"['Action', 'Singleplayer', 'RPG', 'Multiplayer', 'Robots', 'Action RPG', 'Co-op', 'Mechs', 'Character Customization', 'Hack and Slash', '3D', 'Anime']","PC, PlayStation, Nintendo",Action,PlayStation
GUNDAM BREAKER 4,2024-08-28,1672500.0,59.99,109000.0,3645.0,26859.0,75.309,"Action, RPG","CRAFTS & MEISTER Co., Ltd.",Bandai Namco,AAA,5200000.0,"['Action', 'Singleplayer', 'RPG', 'Multiplayer', 'Robots', 'Action RPG', 'Co-op', 'Mechs', 'Character Customization', 'Hack and Slash', '3D', 'Anime']","PC, PlayStation, Nintendo",Action,Nintendo
Concord,2024-08-23,2443720.0,0.0,25740.0,850.0,6406.0,68.941,Action,Firewalk Studios,PlayStation Publishing LLC,AAA,718000.0,"['Action', 'Multiplayer', 'Perma Death', 'First-Person', 'Dark Fantasy', 'Zombies', 'Crime', 'Post-apocalyptic', 'Psychological', 'Team-Based', 'Parody ', 'Gambling', 'Hero Shooter', 'Heist', 'FPS', 'Shooter', 'Sci-fi', 'Funny', 'Colorful', 'PvP']","PC, PlayStation",Action,PC
Concord,2024-08-23,2443720.0,0.0,25740.0,850.0,6406.0,68.941,Action,Firewalk Studios,PlayStation Publishing LLC,AAA,718000.0,"['Action', 'Multiplayer', 'Perma Death', 'First-Person', 'Dark Fantasy', 'Zombies', 'Crime', 'Post-apocalyptic', 'Psychological', 'Team-Based', 'Parody ', 'Gambling', 'Hero Shooter', 'Heist', 'FPS', 'Shooter', 'Sci-fi', 'Funny', 'Colorful', 'PvP']","PC, PlayStation",Action,PlayStation
Skull and Bones,2024-08-22,2853730.0,39.99,44220.0,1474.0,12337.0,66.961,"Action, Adventure",Ubisoft,Ubisoft,AAA,1200000.0,"['Action', 'RPG', 'Multiplayer', 'Action RPG', 'Pirates', 'Co-op', 'Naval Combat', 'Naval', 'Sailing', 'First-Person', 'PvE', 'Crafting', 'Third-Person', 'Combat', '3D', 'Exploration', 'Resource Management', 'Open World', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Action,PC
Skull and Bones,2024-08-22,2853730.0,39.99,44220.0,1474.0,12337.0,66.961,"Action, Adventure",Ubisoft,Ubisoft,AAA,1200000.0,"['Action', 'RPG', 'Multiplayer', 'Action RPG', 'Pirates', 'Co-op', 'Naval Combat', 'Naval', 'Sailing', 'First-Person', 'PvE', 'Crafting', 'Third-Person', 'Combat', '3D', 'Exploration', 'Resource Management', 'Open World', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Action,PlayStation
Skull and Bones,2024-08-22,2853730.0,39.99,44220.0,1474.0,12337.0,66.961,"Action, Adventure",Ubisoft,Ubisoft,AAA,1200000.0,"['Action', 'RPG', 'Multiplayer', 'Action RPG', 'Pirates', 'Co-op', 'Naval Combat', 'Naval', 'Sailing', 'First-Person', 'PvE', 'Crafting', 'Third-Person', 'Combat', '3D', 'Exploration', 'Resource Management', 'Open World', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Action,Xbox
The Crush House,2024-08-09,2337820.0,16.99,9120.0,304.0,3504.0,73.026,"Adventure, Simulation",Nerial,Devolver Digital,AA,113000.0,"['Adventure', 'Simulation', 'Singleplayer', 'Casual', 'Psychological Horror', 'Mystery', 'LGBTQ+', 'Political', 'Dating Sim', 'Conversation', 'Life Sim', 'Politics', 'Romance', 'Cartoony', 'Female Protagonist', 'Comedy', 'Story Rich', 'Funny', 'Colorful', 'Sexual Content']",PC,Simulation,PC
Prince of Persia The Lost Crown,2024-08-08,2751000.0,39.99,101000.0,3364.0,15520.0,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,PC
Prince of Persia The Lost Crown,2024-08-08,2751000.0,39.99,101000.0,3364.0,15520.0,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation
Prince of Persia The Lost Crown,2024-08-08,2751000.0,39.99,101000.0,3364.0,15520.0,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,Xbox
Prince of Persia The Lost Crown,2024-08-08,2751000.0,39.99,101000.0,3364.0,15520.0,85.702,"Action, Adventure",Ubisoft,Ubisoft,AAA,2400000.0,"['Action', 'Adventure', 'Singleplayer', 'Multiplayer', 'Side Scroller', 'Controller', 'Action-Adventure', 'Stylized', 'Action RPG', 'LGBTQ+', 'Hack and Slash', '2D Platformer', 'Precision Platformer', 'Combat', 'Metroidvania', 'Exploration', 'Atmospheric', 'Great Soundtrack', 'Colorful']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo
STAR WARS Bounty Hunter,2024-08-01,2419090.0,19.99,27840.0,928.0,12597.0,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000.0,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']","PC, PlayStation, Xbox, Nintendo",Action,PC
STAR WARS Bounty Hunter,2024-08-01,2419090.0,19.99,27840.0,928.0,12597.0,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000.0,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']","PC, PlayStation, Xbox, Nintendo",Action,PlayStation
STAR WARS Bounty Hunter,2024-08-01,2419090.0,19.99,27840.0,928.0,12597.0,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000.0,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']","PC, PlayStation, Xbox, Nintendo",Action,Xbox
STAR WARS Bounty Hunter,2024-08-01,2419090.0,19.99,27840.0,928.0,12597.0,85.776,"Action, Adventure",Aspyr,Aspyr,AA,417000.0,"['Action', 'Adventure', 'Singleplayer', 'Robots', 'Assassin', 'Action-Adventure', 'Classic', 'Third-Person Shooter', 'Third-Person', 'Remake', 'Futuristic', '3D Platformer', 'Combat', '3D', 'Platformer', 'Shooter', 'Space', 'Sci-fi']","PC, PlayStation, Xbox, Nintendo",Action,Nintendo
F1 Manager 2024,2024-07-23,2591280.0,34.99,119000.0,3982.0,10834.0,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000.0,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Strategy,PC
F1 Manager 2024,2024-07-23,2591280.0,34.99,119000.0,3982.0,10834.0,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000.0,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Strategy,PlayStation
F1 Manager 2024,2024-07-23,2591280.0,34.99,119000.0,3982.0,10834.0,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000.0,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Strategy,Xbox
F1 Manager 2024,2024-07-23,2591280.0,34.99,119000.0,3982.0,10834.0,76.821,"Simulation, Strategy",Frontier Developments,Frontier Developments,AA,3000000.0,"['Strategy', 'Simulation', 'Sports', 'Automobile Sim', 'Choices Matter', 'Racing', 'Economy', 'Driving', 'Immersive Sim', 'Time Management', 'PvE', 'Tactical', 'Team-Based', 'Time Manipulation', '3D', 'Base Building', 'Resource Management', 'Management', 'Family Friendly', 'Realistic']","PC, PlayStation, Xbox, Nintendo",Strategy,Nintendo
KunitsuGami Path of the Goddess,2024-07-19,2510710.0,49.99,58710.0,1957.0,24147.0,92.591,"Action, Strategy",Capcom,Capcom,AAA,2300000.0,"['Strategy', 'Action', 'Singleplayer', 'Hack and Slash', 'Supernatural', 'Lore-Rich', 'Mythology', '3D', 'Tower Defense']","PC, PlayStation, Xbox",Action,PC
KunitsuGami Path of the Goddess,2024-07-19,2510710.0,49.99,58710.0,1957.0,24147.0,92.591,"Action, Strategy",Capcom,Capcom,AAA,2300000.0,"['Strategy', 'Action', 'Singleplayer', 'Hack and Slash', 'Supernatural', 'Lore-Rich', 'Mythology', '3D', 'Tower Defense']","PC, PlayStation, Xbox",Action,PlayStation
KunitsuGami Path of the Goddess,2024-07-19,2510710.0,49.99,58710.0,1957.0,24147.0,92.591,"Action, Strategy",Capcom,Capcom,AAA,2300000.0,"['Strategy', 'Action', 'Singleplayer', 'Hack and Slash', 'Supernatural', 'Lore-Rich', 'Mythology', '3D', 'Tower Defense']","PC, PlayStation, Xbox",Action,Xbox
Crime Boss Rockay City,2024-06-18,2933080.0,19.99,179000.0,5969.0,26868.0,71.654,Action,INGAME STUDIOS,505 GAMES,AA,2300000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'PvE', 'Action Roguelike', 'Crime', 'Tactical', 'Team-Based', 'America', 'Combat', 'Heist', 'Looter Shooter', '3D', 'FPS', 'Stealth', 'Shooter', 'Funny', 'Realistic']","PC, PlayStation, Xbox",Action,PC
Crime Boss Rockay City,2024-06-18,2933080.0,19.99,179000.0,5969.0,26868.0,71.654,Action,INGAME STUDIOS,505 GAMES,AA,2300000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'PvE', 'Action Roguelike', 'Crime', 'Tactical', 'Team-Based', 'America', 'Combat', 'Heist', 'Looter Shooter', '3D', 'FPS', 'Stealth', 'Shooter', 'Funny', 'Realistic']","PC, PlayStation, Xbox",Action,PlayStation
Crime Boss Rockay City,2024-06-18,2933080.0,19.99,179000.0,5969.0,26868.0,71.654,Action,INGAME STUDIOS,505 GAMES,AA,2300000.0,"['Action', 'Singleplayer', 'Multiplayer', 'Co-op', 'Online Co-Op', 'PvE', 'Action Roguelike', 'Crime', 'Tactical', 'Team-Based', 'America', 'Combat', 'Heist', 'Looter Shooter', '3D', 'FPS', 'Stealth', 'Shooter', 'Funny', 'Realistic']","PC, PlayStation, Xbox",Action,Xbox
Avatar Frontiers of Pandora,2024-06-17,2840770.0,69.99,106000.0,3538.0,29118.0,68.315,"Action, Adventure",Ubisoft,Ubisoft,AAA,3900000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Immersive Sim', 'Co-op', 'First-Person', 'Online Co-Op', 'Character Customization', '3D', 'Female Protagonist', 'Shooter', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric']","PC, PlayStation, Xbox",Action,PC
Avatar Frontiers of Pandora,2024-06-17,2840770.0,69.99,106000.0,3538.0,29118.0,68.315,"Action, Adventure",Ubisoft,Ubisoft,AAA,3900000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Immersive Sim', 'Co-op', 'First-Person', 'Online Co-Op', 'Character Customization', '3D', 'Female Protagonist', 'Shooter', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric']","PC, PlayStation, Xbox",Action,PlayStation
Avatar Frontiers of Pandora,2024-06-17,2840770.0,69.99,106000.0,3538.0,29118.0,68.315,"Action, Adventure",Ubisoft,Ubisoft,AAA,3900000.0,"['Action', 'Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Immersive Sim', 'Co-op', 'First-Person', 'Online Co-Op', 'Character Customization', '3D', 'Female Protagonist', 'Shooter', 'Exploration', 'Open World', 'Story Rich', 'Sci-fi', 'Atmospheric']","PC, PlayStation, Xbox",Action,Xbox
Shin Megami Tensei V Vengeance,2024-06-14,1875830.0,59.99,275000.0,9170.0,38748.0,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000.0,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",RPG,PC
Shin Megami Tensei V Vengeance,2024-06-14,1875830.0,59.99,275000.0,9170.0,38748.0,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000.0,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",RPG,PlayStation
Shin Megami Tensei V Vengeance,2024-06-14,1875830.0,59.99,275000.0,9170.0,38748.0,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000.0,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",RPG,Xbox
Shin Megami Tensei V Vengeance,2024-06-14,1875830.0,59.99,275000.0,9170.0,38748.0,93.01,"Adventure, RPG",ATLUS,SEGA,AAA,12300000.0,"['Adventure', 'Singleplayer', 'RPG', 'Choices Matter', 'Demons', 'Dark', 'Third-Person', 'Turn-Based Strategy', 'Post-apocalyptic', 'Destruction', 'Creature Collector', '3D', 'Turn-Based', 'Exploration', 'JRPG', 'Story Rich', 'Anime', 'Atmospheric', 'Difficult', 'Multiple Endings']","PC, PlayStation, Xbox, Nintendo",RPG,Nintendo
Monster Hunter Stories,2024-06-14,2356560.0,29.99,22920.0,764.0,12181.0,90.969,RPG,Capcom,Capcom,AAA,519000.0,"['Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Dragons', 'Loot', 'Character Customization', 'PvE', 'Third-Person', 'Emotional', 'Hunting', 'Creature Collector', '3D', 'Cartoony', 'Exploration', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'PvP']","PC, PlayStation, Nintendo",RPG,PC
Monster Hunter Stories,2024-06-14,2356560.0,29.99,22920.0,764.0,12181.0,90.969,RPG,Capcom,Capcom,AAA,519000.0,"['Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Dragons', 'Loot', 'Character Customization', 'PvE', 'Third-Person', 'Emotional', 'Hunting', 'Creature Collector', '3D', 'Cartoony', 'Exploration', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'PvP']","PC, PlayStation, Nintendo",RPG,PlayStation
Monster Hunter Stories,2024-06-14,2356560.0,29.99,22920.0,764.0,12181.0,90.969,RPG,Capcom,Capcom,AAA,519000.0,"['Adventure', 'Singleplayer', 'RPG', 'Multiplayer', 'Dragons', 'Loot', 'Character Customization', 'PvE', 'Third-Person', 'Emotional', 'Hunting', 'Creature Collector', '3D', 'Cartoony', 'Exploration', 'JRPG', 'Fantasy', 'Story Rich', 'Anime', 'PvP']","PC, PlayStation, Nintendo",RPG,Nintendo
F1 24,2024-05-31,2488620.0,69.99,398000.0,13270.0,25622.0,72.359,"Sports, Racing",Codemasters,Electronic Arts,AAA,15400000.0,"['Action', 'Simulation', 'Singleplayer', 'Early Access', 'Casual', 'Multiplayer', 'Competitive', 'Sports', 'Automobile Sim', 'Racing', 'Driving', 'VR', 'Co-op', 'Online Co-Op', 'Character Customization', 'Local Co-Op', 'eSports', 'Great Soundtrack', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,PC
F1 24,2024-05-31,2488620.0,69.99,398000.0,13270.0,25622.0,72.359,"Sports, Racing",Codemasters,Electronic Arts,AAA,15400000.0,"['Action', 'Simulation', 'Singleplayer', 'Early Access', 'Casual', 'Multiplayer', 'Competitive', 'Sports', 'Automobile Sim', 'Racing', 'Driving', 'VR', 'Co-op', 'Online Co-Op', 'Character Customization', 'Local Co-Op', 'eSports', 'Great Soundtrack', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,PlayStation
F1 24,2024-05-31,2488620.0,69.99,398000.0,13270.0,25622.0,72.359,"Sports, Racing",Codemasters,Electronic Arts,AAA,15400000.0,"['Action', 'Simulation', 'Singleplayer', 'Early Access', 'Casual', 'Multiplayer', 'Competitive', 'Sports', 'Automobile Sim', 'Racing', 'Driving', 'VR', 'Co-op', 'Online Co-Op', 'Character Customization', 'Local Co-Op', 'eSports', 'Great Soundtrack', 'PvP', 'Realistic']","PC, PlayStation, Xbox",Racing,Xbox
The Rogue Prince of Persia,2024-05-27,2717880.0,19.99,42270.0,1409.0,12603.0,87.864,"Action, Adventure, Early Access",Evil Empire,Ubisoft,AAA,618000.0,"['Action', 'Adventure', 'Singleplayer', 'Side Scroller', 'Action-Adventure', 'Stylized', 'Dark Fantasy', 'Action Roguelike', '2D Platformer', 'Parkour', 'Combat', '2D', 'Cartoony', 'Platformer', 'Roguelike', 'Roguelite', 'Fantasy', 'Atmospheric', 'Procedural Generation', 'Replay Value']",PC,Action,PC
Valiant Hearts Coming Home,2024-05-24,2741360.0,14.99,8160.0,272.0,3474.0,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,PC
Valiant Hearts Coming Home,2024-05-24,2741360.0,14.99,8160.0,272.0,3474.0,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,PlayStation
Valiant Hearts Coming Home,2024-05-24,2741360.0,14.99,8160.0,272.0,3474.0,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Xbox
Valiant Hearts Coming Home,2024-05-24,2741360.0,14.99,8160.0,272.0,3474.0,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Mobile
Valiant Hearts Coming Home,2024-05-24,2741360.0,14.99,8160.0,272.0,3474.0,63.235,Adventure,Ubisoft,Ubisoft,AAA,84703.0,"['Action', 'Adventure', 'Indie', 'Singleplayer', 'Side Scroller', 'Music', 'Puzzle Platformer', 'Education', 'War', 'Historical', '2D Platformer', 'Emotional', 'Comic Book', 'World War I', 'Dog', '2D', 'Platformer', 'Puzzle', 'Story Rich', 'Atmospheric']","PC, PlayStation, Xbox, Mobile, Nintendo",Adventure,Nintendo
